freq (Hz),input noise; V / sqrt(Hz) dR 0  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 21  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 22  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 23  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 24  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 25  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 26  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 27  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 28  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 29  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 30  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 31  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 32  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 33  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 34  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 35  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 36  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 37  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 38  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 39  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 40  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 41  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 42  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 43  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 44  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 45  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 46  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 47  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 48  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 49  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 50  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 51  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 52  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 53  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 54  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 55  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 56  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 57  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 58  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 59  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 60  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 61  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 62  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 63  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 64  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 65  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 66  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 67  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 68  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 69  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 70  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 71  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 72  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 73  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 74  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 75  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 76  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 77  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 78  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 79  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 80  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 81  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 82  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 83  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 84  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 85  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 86  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 87  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 88  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 89  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 90  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 91  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 92  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 93  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 94  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 95  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 96  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 97  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 98  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 99  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 100  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 101  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 102  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 103  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 104  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 105  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 106  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 107  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 108  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 109  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 110  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 111  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 112  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 113  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 114  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 115  (V / sqrt(Hz))
10.0000E3,1.05502E-9,1.05502E-9,1.05503E-9,1.05506E-9,1.05510E-9,1.05515E-9,1.05521E-9,1.05529E-9,1.05538E-9,1.05548E-9,1.05560E-9,1.05573E-9,1.05587E-9,1.05602E-9,1.05619E-9,1.05637E-9,1.05656E-9,1.05676E-9,1.05698E-9,1.05721E-9,1.05745E-9,1.05770E-9,1.05797E-9,1.05825E-9,1.05854E-9,1.05884E-9,1.05916E-9,1.05948E-9,1.05982E-9,1.06018E-9,1.06054E-9,1.06092E-9,1.06131E-9,1.06171E-9,1.06212E-9,1.06255E-9,1.06298E-9,1.06343E-9,1.06389E-9,1.06437E-9,1.06485E-9,1.06535E-9,1.06586E-9,1.06638E-9,1.06691E-9,1.06745E-9,1.06801E-9,1.06858E-9,1.06916E-9,1.06975E-9,1.07035E-9,1.07096E-9,1.07159E-9,1.07223E-9,1.07287E-9,1.07353E-9,1.07420E-9,1.07489E-9,1.07558E-9,1.07628E-9,1.07700E-9,1.07773E-9,1.07847E-9,1.07921E-9,1.07997E-9,1.08075E-9,1.08153E-9,1.08232E-9,1.08313E-9,1.08394E-9,1.08477E-9,1.08560E-9,1.08645E-9,1.08731E-9,1.08818E-9,1.08906E-9,1.08995E-9,1.09085E-9,1.09176E-9,1.09268E-9,1.09361E-9,1.09455E-9,1.09550E-9,1.09647E-9,1.09744E-9,1.09842E-9,1.09942E-9,1.10042E-9,1.10143E-9,1.10246E-9,1.10349E-9,1.10453E-9,1.10559E-9,1.10665E-9,1.10772E-9,1.10881E-9,1.10990E-9,1.11100E-9,1.11211E-9,1.11323E-9,1.11436E-9,1.11551E-9,1.11666E-9,1.11781E-9,1.11898E-9,1.12016E-9,1.12135E-9,1.12255E-9,1.12375E-9,1.12497E-9,1.12619E-9,1.12742E-9,1.12867E-9,1.12992E-9,1.13118E-9,1.13245E-9
12.5893E3,1.05486E-9,1.05486E-9,1.05487E-9,1.05489E-9,1.05491E-9,1.05495E-9,1.05500E-9,1.05506E-9,1.05513E-9,1.05521E-9,1.05529E-9,1.05539E-9,1.05550E-9,1.05562E-9,1.05574E-9,1.05588E-9,1.05603E-9,1.05618E-9,1.05635E-9,1.05652E-9,1.05671E-9,1.05690E-9,1.05711E-9,1.05732E-9,1.05754E-9,1.05778E-9,1.05802E-9,1.05827E-9,1.05853E-9,1.05880E-9,1.05908E-9,1.05937E-9,1.05967E-9,1.05998E-9,1.06030E-9,1.06063E-9,1.06096E-9,1.06131E-9,1.06167E-9,1.06203E-9,1.06240E-9,1.06279E-9,1.06318E-9,1.06358E-9,1.06399E-9,1.06441E-9,1.06484E-9,1.06528E-9,1.06572E-9,1.06618E-9,1.06665E-9,1.06712E-9,1.06760E-9,1.06809E-9,1.06859E-9,1.06910E-9,1.06962E-9,1.07015E-9,1.07069E-9,1.07123E-9,1.07179E-9,1.07235E-9,1.07292E-9,1.07350E-9,1.07409E-9,1.07468E-9,1.07529E-9,1.07590E-9,1.07653E-9,1.07716E-9,1.07780E-9,1.07845E-9,1.07910E-9,1.07977E-9,1.08044E-9,1.08112E-9,1.08182E-9,1.08251E-9,1.08322E-9,1.08394E-9,1.08466E-9,1.08539E-9,1.08613E-9,1.08688E-9,1.08764E-9,1.08840E-9,1.08917E-9,1.08995E-9,1.09074E-9,1.09154E-9,1.09234E-9,1.09315E-9,1.09397E-9,1.09480E-9,1.09564E-9,1.09648E-9,1.09733E-9,1.09819E-9,1.09906E-9,1.09993E-9,1.10081E-9,1.10170E-9,1.10260E-9,1.10351E-9,1.10442E-9,1.10534E-9,1.10626E-9,1.10720E-9,1.10814E-9,1.10909E-9,1.11005E-9,1.11101E-9,1.11198E-9,1.11296E-9,1.11395E-9,1.11494E-9
15.8489E3,1.05473E-9,1.05473E-9,1.05474E-9,1.05475E-9,1.05477E-9,1.05480E-9,1.05484E-9,1.05488E-9,1.05493E-9,1.05499E-9,1.05506E-9,1.05513E-9,1.05521E-9,1.05530E-9,1.05540E-9,1.05550E-9,1.05561E-9,1.05573E-9,1.05586E-9,1.05600E-9,1.05614E-9,1.05629E-9,1.05644E-9,1.05661E-9,1.05678E-9,1.05696E-9,1.05714E-9,1.05734E-9,1.05754E-9,1.05775E-9,1.05796E-9,1.05819E-9,1.05842E-9,1.05865E-9,1.05890E-9,1.05915E-9,1.05941E-9,1.05968E-9,1.05995E-9,1.06023E-9,1.06052E-9,1.06081E-9,1.06112E-9,1.06143E-9,1.06174E-9,1.06207E-9,1.06240E-9,1.06274E-9,1.06308E-9,1.06343E-9,1.06379E-9,1.06416E-9,1.06453E-9,1.06491E-9,1.06530E-9,1.06569E-9,1.06609E-9,1.06650E-9,1.06691E-9,1.06734E-9,1.06776E-9,1.06820E-9,1.06864E-9,1.06909E-9,1.06955E-9,1.07001E-9,1.07048E-9,1.07095E-9,1.07144E-9,1.07192E-9,1.07242E-9,1.07292E-9,1.07343E-9,1.07395E-9,1.07447E-9,1.07500E-9,1.07553E-9,1.07608E-9,1.07662E-9,1.07718E-9,1.07774E-9,1.07831E-9,1.07888E-9,1.07946E-9,1.08005E-9,1.08064E-9,1.08124E-9,1.08185E-9,1.08246E-9,1.08308E-9,1.08371E-9,1.08434E-9,1.08498E-9,1.08562E-9,1.08627E-9,1.08693E-9,1.08759E-9,1.08826E-9,1.08893E-9,1.08961E-9,1.09030E-9,1.09099E-9,1.09169E-9,1.09240E-9,1.09311E-9,1.09383E-9,1.09455E-9,1.09528E-9,1.09602E-9,1.09676E-9,1.09750E-9,1.09826E-9,1.09901E-9,1.09978E-9,1.10055E-9,1.10132E-9
19.9526E3,1.05463E-9,1.05463E-9,1.05463E-9,1.05464E-9,1.05466E-9,1.05468E-9,1.05471E-9,1.05474E-9,1.05478E-9,1.05482E-9,1.05487E-9,1.05493E-9,1.05499E-9,1.05506E-9,1.05513E-9,1.05521E-9,1.05530E-9,1.05539E-9,1.05548E-9,1.05559E-9,1.05570E-9,1.05581E-9,1.05593E-9,1.05606E-9,1.05619E-9,1.05633E-9,1.05647E-9,1.05662E-9,1.05677E-9,1.05693E-9,1.05710E-9,1.05727E-9,1.05745E-9,1.05763E-9,1.05782E-9,1.05801E-9,1.05821E-9,1.05842E-9,1.05863E-9,1.05885E-9,1.05907E-9,1.05930E-9,1.05953E-9,1.05977E-9,1.06001E-9,1.06026E-9,1.06052E-9,1.06078E-9,1.06105E-9,1.06132E-9,1.06159E-9,1.06188E-9,1.06217E-9,1.06246E-9,1.06276E-9,1.06306E-9,1.06337E-9,1.06369E-9,1.06401E-9,1.06434E-9,1.06467E-9,1.06500E-9,1.06535E-9,1.06569E-9,1.06605E-9,1.06640E-9,1.06677E-9,1.06714E-9,1.06751E-9,1.06789E-9,1.06827E-9,1.06866E-9,1.06906E-9,1.06946E-9,1.06986E-9,1.07027E-9,1.07069E-9,1.07111E-9,1.07153E-9,1.07196E-9,1.07240E-9,1.07284E-9,1.07329E-9,1.07374E-9,1.07419E-9,1.07466E-9,1.07512E-9,1.07559E-9,1.07607E-9,1.07655E-9,1.07704E-9,1.07753E-9,1.07802E-9,1.07852E-9,1.07903E-9,1.07954E-9,1.08006E-9,1.08058E-9,1.08110E-9,1.08163E-9,1.08217E-9,1.08271E-9,1.08325E-9,1.08380E-9,1.08436E-9,1.08491E-9,1.08548E-9,1.08605E-9,1.08662E-9,1.08720E-9,1.08778E-9,1.08837E-9,1.08896E-9,1.08955E-9,1.09016E-9,1.09076E-9
25.1189E3,1.05455E-9,1.05455E-9,1.05455E-9,1.05456E-9,1.05457E-9,1.05458E-9,1.05460E-9,1.05463E-9,1.05466E-9,1.05469E-9,1.05473E-9,1.05477E-9,1.05482E-9,1.05487E-9,1.05492E-9,1.05498E-9,1.05505E-9,1.05512E-9,1.05519E-9,1.05527E-9,1.05535E-9,1.05544E-9,1.05553E-9,1.05563E-9,1.05573E-9,1.05584E-9,1.05595E-9,1.05606E-9,1.05618E-9,1.05630E-9,1.05643E-9,1.05656E-9,1.05670E-9,1.05684E-9,1.05699E-9,1.05714E-9,1.05729E-9,1.05745E-9,1.05761E-9,1.05778E-9,1.05795E-9,1.05813E-9,1.05831E-9,1.05849E-9,1.05868E-9,1.05887E-9,1.05907E-9,1.05927E-9,1.05948E-9,1.05969E-9,1.05990E-9,1.06012E-9,1.06035E-9,1.06057E-9,1.06080E-9,1.06104E-9,1.06128E-9,1.06152E-9,1.06177E-9,1.06203E-9,1.06228E-9,1.06254E-9,1.06281E-9,1.06308E-9,1.06335E-9,1.06363E-9,1.06391E-9,1.06420E-9,1.06449E-9,1.06478E-9,1.06508E-9,1.06538E-9,1.06569E-9,1.06600E-9,1.06631E-9,1.06663E-9,1.06695E-9,1.06728E-9,1.06761E-9,1.06795E-9,1.06828E-9,1.06863E-9,1.06897E-9,1.06932E-9,1.06968E-9,1.07004E-9,1.07040E-9,1.07077E-9,1.07114E-9,1.07151E-9,1.07189E-9,1.07227E-9,1.07266E-9,1.07305E-9,1.07344E-9,1.07384E-9,1.07424E-9,1.07465E-9,1.07505E-9,1.07547E-9,1.07588E-9,1.07630E-9,1.07673E-9,1.07716E-9,1.07759E-9,1.07802E-9,1.07846E-9,1.07891E-9,1.07935E-9,1.07980E-9,1.08026E-9,1.08072E-9,1.08118E-9,1.08164E-9,1.08211E-9,1.08259E-9
31.6228E3,1.05449E-9,1.05449E-9,1.05449E-9,1.05449E-9,1.05450E-9,1.05451E-9,1.05452E-9,1.05454E-9,1.05456E-9,1.05459E-9,1.05461E-9,1.05465E-9,1.05468E-9,1.05472E-9,1.05476E-9,1.05481E-9,1.05486E-9,1.05491E-9,1.05497E-9,1.05503E-9,1.05509E-9,1.05516E-9,1.05523E-9,1.05530E-9,1.05538E-9,1.05546E-9,1.05555E-9,1.05563E-9,1.05573E-9,1.05582E-9,1.05592E-9,1.05602E-9,1.05613E-9,1.05623E-9,1.05635E-9,1.05646E-9,1.05658E-9,1.05670E-9,1.05683E-9,1.05696E-9,1.05709E-9,1.05723E-9,1.05737E-9,1.05751E-9,1.05766E-9,1.05781E-9,1.05796E-9,1.05811E-9,1.05827E-9,1.05844E-9,1.05860E-9,1.05877E-9,1.05895E-9,1.05912E-9,1.05930E-9,1.05948E-9,1.05967E-9,1.05986E-9,1.06005E-9,1.06025E-9,1.06045E-9,1.06065E-9,1.06086E-9,1.06107E-9,1.06128E-9,1.06149E-9,1.06171E-9,1.06194E-9,1.06216E-9,1.06239E-9,1.06262E-9,1.06286E-9,1.06309E-9,1.06334E-9,1.06358E-9,1.06383E-9,1.06408E-9,1.06433E-9,1.06459E-9,1.06485E-9,1.06511E-9,1.06538E-9,1.06565E-9,1.06592E-9,1.06620E-9,1.06648E-9,1.06676E-9,1.06705E-9,1.06734E-9,1.06763E-9,1.06792E-9,1.06822E-9,1.06852E-9,1.06882E-9,1.06913E-9,1.06944E-9,1.06975E-9,1.07007E-9,1.07039E-9,1.07071E-9,1.07104E-9,1.07137E-9,1.07170E-9,1.07203E-9,1.07237E-9,1.07271E-9,1.07305E-9,1.07340E-9,1.07375E-9,1.07410E-9,1.07445E-9,1.07481E-9,1.07517E-9,1.07554E-9,1.07590E-9,1.07627E-9
39.8107E3,1.05444E-9,1.05444E-9,1.05444E-9,1.05444E-9,1.05444E-9,1.05445E-9,1.05446E-9,1.05447E-9,1.05449E-9,1.05450E-9,1.05453E-9,1.05455E-9,1.05458E-9,1.05460E-9,1.05464E-9,1.05467E-9,1.05471E-9,1.05475E-9,1.05479E-9,1.05484E-9,1.05489E-9,1.05494E-9,1.05499E-9,1.05505E-9,1.05511E-9,1.05517E-9,1.05524E-9,1.05530E-9,1.05537E-9,1.05545E-9,1.05552E-9,1.05560E-9,1.05568E-9,1.05577E-9,1.05585E-9,1.05594E-9,1.05603E-9,1.05613E-9,1.05623E-9,1.05633E-9,1.05643E-9,1.05654E-9,1.05664E-9,1.05675E-9,1.05687E-9,1.05698E-9,1.05710E-9,1.05722E-9,1.05735E-9,1.05747E-9,1.05760E-9,1.05773E-9,1.05787E-9,1.05801E-9,1.05815E-9,1.05829E-9,1.05843E-9,1.05858E-9,1.05873E-9,1.05888E-9,1.05904E-9,1.05920E-9,1.05936E-9,1.05952E-9,1.05968E-9,1.05985E-9,1.06002E-9,1.06020E-9,1.06037E-9,1.06055E-9,1.06073E-9,1.06091E-9,1.06110E-9,1.06129E-9,1.06148E-9,1.06167E-9,1.06187E-9,1.06207E-9,1.06227E-9,1.06247E-9,1.06267E-9,1.06288E-9,1.06309E-9,1.06331E-9,1.06352E-9,1.06374E-9,1.06396E-9,1.06418E-9,1.06441E-9,1.06464E-9,1.06487E-9,1.06510E-9,1.06534E-9,1.06557E-9,1.06581E-9,1.06606E-9,1.06630E-9,1.06655E-9,1.06680E-9,1.06705E-9,1.06730E-9,1.06756E-9,1.06782E-9,1.06808E-9,1.06835E-9,1.06861E-9,1.06888E-9,1.06915E-9,1.06942E-9,1.06970E-9,1.06998E-9,1.07026E-9,1.07054E-9,1.07083E-9,1.07111E-9,1.07140E-9
50.1187E3,1.05440E-9,1.05440E-9,1.05440E-9,1.05440E-9,1.05440E-9,1.05440E-9,1.05441E-9,1.05442E-9,1.05443E-9,1.05444E-9,1.05446E-9,1.05447E-9,1.05449E-9,1.05452E-9,1.05454E-9,1.05457E-9,1.05459E-9,1.05462E-9,1.05466E-9,1.05469E-9,1.05473E-9,1.05477E-9,1.05481E-9,1.05485E-9,1.05490E-9,1.05495E-9,1.05500E-9,1.05505E-9,1.05510E-9,1.05516E-9,1.05522E-9,1.05528E-9,1.05534E-9,1.05541E-9,1.05547E-9,1.05554E-9,1.05561E-9,1.05569E-9,1.05576E-9,1.05584E-9,1.05592E-9,1.05600E-9,1.05609E-9,1.05617E-9,1.05626E-9,1.05635E-9,1.05644E-9,1.05654E-9,1.05663E-9,1.05673E-9,1.05683E-9,1.05694E-9,1.05704E-9,1.05715E-9,1.05726E-9,1.05737E-9,1.05748E-9,1.05760E-9,1.05771E-9,1.05783E-9,1.05795E-9,1.05808E-9,1.05820E-9,1.05833E-9,1.05846E-9,1.05859E-9,1.05872E-9,1.05886E-9,1.05900E-9,1.05913E-9,1.05928E-9,1.05942E-9,1.05956E-9,1.05971E-9,1.05986E-9,1.06001E-9,1.06017E-9,1.06032E-9,1.06048E-9,1.06064E-9,1.06080E-9,1.06096E-9,1.06113E-9,1.06129E-9,1.06146E-9,1.06163E-9,1.06181E-9,1.06198E-9,1.06216E-9,1.06234E-9,1.06252E-9,1.06270E-9,1.06289E-9,1.06307E-9,1.06326E-9,1.06345E-9,1.06364E-9,1.06384E-9,1.06403E-9,1.06423E-9,1.06443E-9,1.06463E-9,1.06484E-9,1.06504E-9,1.06525E-9,1.06546E-9,1.06567E-9,1.06588E-9,1.06610E-9,1.06631E-9,1.06653E-9,1.06675E-9,1.06697E-9,1.06720E-9,1.06742E-9,1.06765E-9
63.0957E3,1.05437E-9,1.05437E-9,1.05436E-9,1.05436E-9,1.05436E-9,1.05437E-9,1.05437E-9,1.05438E-9,1.05438E-9,1.05439E-9,1.05440E-9,1.05442E-9,1.05443E-9,1.05445E-9,1.05446E-9,1.05448E-9,1.05450E-9,1.05453E-9,1.05455E-9,1.05458E-9,1.05461E-9,1.05464E-9,1.05467E-9,1.05470E-9,1.05474E-9,1.05477E-9,1.05481E-9,1.05485E-9,1.05489E-9,1.05494E-9,1.05498E-9,1.05503E-9,1.05508E-9,1.05513E-9,1.05518E-9,1.05524E-9,1.05529E-9,1.05535E-9,1.05541E-9,1.05547E-9,1.05553E-9,1.05559E-9,1.05566E-9,1.05573E-9,1.05579E-9,1.05587E-9,1.05594E-9,1.05601E-9,1.05609E-9,1.05616E-9,1.05624E-9,1.05632E-9,1.05640E-9,1.05649E-9,1.05657E-9,1.05666E-9,1.05675E-9,1.05684E-9,1.05693E-9,1.05702E-9,1.05712E-9,1.05722E-9,1.05731E-9,1.05741E-9,1.05752E-9,1.05762E-9,1.05772E-9,1.05783E-9,1.05794E-9,1.05805E-9,1.05816E-9,1.05827E-9,1.05839E-9,1.05850E-9,1.05862E-9,1.05874E-9,1.05886E-9,1.05898E-9,1.05910E-9,1.05923E-9,1.05936E-9,1.05949E-9,1.05962E-9,1.05975E-9,1.05988E-9,1.06001E-9,1.06015E-9,1.06029E-9,1.06043E-9,1.06057E-9,1.06071E-9,1.06086E-9,1.06100E-9,1.06115E-9,1.06130E-9,1.06145E-9,1.06160E-9,1.06175E-9,1.06191E-9,1.06206E-9,1.06222E-9,1.06238E-9,1.06254E-9,1.06270E-9,1.06287E-9,1.06303E-9,1.06320E-9,1.06337E-9,1.06354E-9,1.06371E-9,1.06388E-9,1.06405E-9,1.06423E-9,1.06441E-9,1.06459E-9,1.06477E-9
79.4328E3,1.05435E-9,1.05434E-9,1.05434E-9,1.05434E-9,1.05434E-9,1.05434E-9,1.05434E-9,1.05434E-9,1.05435E-9,1.05435E-9,1.05436E-9,1.05437E-9,1.05438E-9,1.05439E-9,1.05440E-9,1.05442E-9,1.05444E-9,1.05445E-9,1.05447E-9,1.05449E-9,1.05451E-9,1.05454E-9,1.05456E-9,1.05459E-9,1.05461E-9,1.05464E-9,1.05467E-9,1.05470E-9,1.05473E-9,1.05477E-9,1.05480E-9,1.05484E-9,1.05488E-9,1.05492E-9,1.05496E-9,1.05500E-9,1.05504E-9,1.05509E-9,1.05513E-9,1.05518E-9,1.05523E-9,1.05528E-9,1.05533E-9,1.05538E-9,1.05544E-9,1.05549E-9,1.05555E-9,1.05561E-9,1.05567E-9,1.05573E-9,1.05579E-9,1.05585E-9,1.05592E-9,1.05598E-9,1.05605E-9,1.05612E-9,1.05619E-9,1.05626E-9,1.05633E-9,1.05640E-9,1.05648E-9,1.05656E-9,1.05663E-9,1.05671E-9,1.05679E-9,1.05687E-9,1.05696E-9,1.05704E-9,1.05713E-9,1.05721E-9,1.05730E-9,1.05739E-9,1.05748E-9,1.05757E-9,1.05766E-9,1.05776E-9,1.05785E-9,1.05795E-9,1.05805E-9,1.05815E-9,1.05825E-9,1.05835E-9,1.05845E-9,1.05856E-9,1.05866E-9,1.05877E-9,1.05888E-9,1.05899E-9,1.05910E-9,1.05921E-9,1.05932E-9,1.05944E-9,1.05955E-9,1.05967E-9,1.05979E-9,1.05991E-9,1.06003E-9,1.06015E-9,1.06027E-9,1.06040E-9,1.06052E-9,1.06065E-9,1.06077E-9,1.06090E-9,1.06103E-9,1.06117E-9,1.06130E-9,1.06143E-9,1.06157E-9,1.06170E-9,1.06184E-9,1.06198E-9,1.06212E-9,1.06226E-9,1.06240E-9,1.06254E-9
